caseid,hh_size,age,sex,race,hispanic,married,gen_health,educ_level,emp_status,worker_class,industry,spouse_emp,num_children,well_rested,life_satisfaction,leisure_min,work_min
20210807210693,1,61,F,White,0,0,Good,HS Graduate,Employed,Private,Health Care & Social Services,Not Applicable,0,Very,4,425,530
20210807210697,4,42,M,White,0,1,Good,HS Graduate,Employed,Private,Manufacturing- Durable Goods,Employed,1,Not at all,5,150,473
20210807210706,4,38,F,White,0,1,Excellent,Masters,Employed,Private,Management & Education,Employed,2,A Little,8,500,0
20210807210710,4,33,F,White,0,1,Excellent,Masters,Employed,Private,Health Care & Social Services,Employed,2,Somewhat,7,45,535
20210807210712,2,80,M,White,0,1,Good,Professional/PhD,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,6,705,0
20210807210714,2,29,M,White,1,1,Very Good,Masters,Employed,Private,Manufacturing- Durable Goods,Employed,0,Somewhat,6,160,610
20210807210716,1,71,F,White,0,0,Good,HS Graduate,Employed,Government,Other Services,Not Applicable,0,A Little,8,350,0
20210807210722,2,29,M,White,0,0,Very Good,Bachelors,Employed,Government,Management & Education,Not Applicable,0,Somewhat,8,330,0
20210807210723,2,51,M,White,0,0,Very Good,Some College,Employed,Private,Accomodation & Food Services,Not Applicable,1,Very,10,45,238
20210807210729,2,66,F,White,0,1,Very Good,Some College,Employed,Private,Finance & Insurance,Not Employed,0,Somewhat,10,250,30
20210807210730,1,70,F,White,0,0,Excellent,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,10,416,0
20210807210732,1,48,M,2+ Races,0,0,Very Good,Bachelors,Employed,Private,Accomodation & Food Services,Not Applicable,0,A Little,4,213,0
20210807210735,4,31,F,2+ Races,0,0,Fair,HS Graduate,Employed,Private,Health Care & Social Services,Not Applicable,3,Very,6,600,0
20210807210741,2,34,F,White,0,0,Good,Bachelors,Employed,Private,Real Estate,Not Applicable,1,Not at all,8,115,0
20210807210752,4,50,M,White,0,1,Very Good,Some College,Employed,Private,Manufacturing- Non-Durable Goods,Employed,1,Very,10,165,150
20210807210753,3,54,F,White,0,1,Fair,Some College,Employed,Private,Manufacturing- Non-Durable Goods,Employed,0,Very,8,50,467
20210807210763,4,45,M,White,0,1,Very Good,Masters,Employed,Private,Manufacturing- Non-Durable Goods,Not Employed,0,Somewhat,8,60,690
20210807210777,2,38,M,Black,0,0,Excellent,Some HS,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,0,Very,8,365,0
20210807210788,1,51,F,White,0,0,Good,Some College,Employed,Private,Manufacturing- Durable Goods,Not Applicable,0,Not at all,5,435,555
20210807210798,1,80,M,White,0,0,Fair,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,5,465,0
20210807210805,2,80,F,White,0,1,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,8,561,0
20210807210806,2,33,F,Black,0,0,Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,1,Somewhat,8,530,0
20210807210810,3,58,F,Asian/Pacific Islander,0,1,Good,Bachelors,Employed,Self-Employed,Information,Employed,0,Somewhat,6,105,0
20210807210812,1,79,F,Black,0,0,Good,Masters,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,10,90,0
20210807210815,1,26,M,White,0,0,Excellent,Some College,Employed,Government,Other Services,Not Applicable,0,Very,10,15,1095
20210807210819,1,50,F,Black,0,0,Very Good,Bachelors,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,0,Somewhat,7,358,485
20210807210824,1,77,F,White,0,0,Fair,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,5,540,0
20210807210825,1,67,F,White,0,0,Fair,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,5,285,0
20210807210832,3,63,F,White,0,1,Good,Some College,Not in Labor Force,Not Applicable,Other Services,Employed,0,A Little,7,405,0
20210807210834,4,55,F,White,0,1,Excellent,Masters,Employed,Private,Health Care & Social Services,Employed,1,Very,9,200,525
20210807210835,1,63,F,White,0,0,Very Good,Bachelors,Employed,Self-Employed,Other Services,Not Applicable,0,Somewhat,6,210,280
20210807210836,4,46,M,Asian/Pacific Islander,0,1,Good,Bachelors,Employed,Private,Manufacturing- Non-Durable Goods,Employed,2,Somewhat,6,210,0
20210807210839,1,80,F,Black,0,0,Fair,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,10,180,0
20210807210840,2,67,M,White,0,1,Excellent,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,10,735,0
20210807210845,4,77,F,White,0,0,Very Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,10,765,0
20210807210849,6,43,F,White,0,1,Very Good,Some College,Employed,Private,Real Estate,Employed,3,Somewhat,7,115,334
20210807210851,3,59,F,White,0,0,Good,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Not at all,7,315,0
20210807210853,2,77,M,White,0,1,Very Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,10,960,0
20210807210855,1,85,M,Black,0,0,Very Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,8,525,0
20210807210864,5,39,M,Asian/Pacific Islander,0,1,Good,HS Graduate,Employed,Private,Accomodation & Food Services,Employed,2,Somewhat,7,228,322
20210807210867,4,45,M,White,0,1,Good,HS Graduate,Employed,Private,Manufacturing- Non-Durable Goods,Employed,2,Very,8,300,360
20210807210878,2,80,M,White,0,1,Fair,Masters,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,5,465,0
20210807210879,1,38,F,Asian/Pacific Islander,1,0,Very Good,Bachelors,Employed,Private,"Agriculture, Mining, Construction",Not Applicable,0,A Little,5,415,0
20210807210891,1,37,F,White,0,0,Very Good,Bachelors,Employed,Private,Health Care & Social Services,Not Applicable,0,Somewhat,5,60,450
20210807210896,1,56,M,White,0,0,Poor,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,5,755,0
20210807210900,2,49,M,Black,0,0,Good,Some College,Employed,Self-Employed,Management & Education,Not Applicable,0,Somewhat,7,0,425
20210807210903,2,64,M,Black,0,1,Good,Bachelors,Employed,Private,Management & Education,Employed,0,Very,7,660,0
20210807210905,2,41,F,Black,0,0,Poor,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,1,A Little,5,298,0
20210807210907,4,51,M,White,0,1,Poor,Middle,Employed,Private,Other Services,Employed,0,Not at all,5,440,274
20210807210908,1,51,M,White,0,0,Very Good,Bachelors,Employed,Private,Real Estate,Not Applicable,0,Somewhat,7,428,0
20210807210915,3,35,M,White,0,1,Very Good,Masters,Employed,Government,Management & Education,Employed,1,Somewhat,8,206,0
20210807210917,4,48,M,White,0,1,Very Good,Bachelors,Employed,Government,Other Services,Employed,2,Very,9,150,499
20210807210920,1,73,F,White,0,0,Very Good,Masters,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,7,380,0
20210807210923,3,47,M,Asian/Pacific Islander,0,1,Very Good,Masters,Employed,Private,Manufacturing- Durable Goods,Not Employed,1,Very,9,280,0
20210807210925,4,43,F,White,0,1,Very Good,Masters,Employed,Private,Health Care & Social Services,Not Employed,2,Very,8,100,495
20210807210929,2,79,F,White,0,0,Very Good,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,9,275,0
20210807210931,2,30,M,White,1,0,Good,Masters,Employed,Private,Health Care & Social Services,Employed,0,Somewhat,7,235,575
20210807210934,2,48,F,Asian/Pacific Islander,0,1,Very Good,HS Graduate,Employed,Private,Accomodation & Food Services,Employed,0,Very,8,410,0
20210807210936,1,54,F,White,0,0,Fair,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,3,575,0
20210807210937,2,76,F,White,0,1,Good,Masters,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,7,90,0
20210807210953,2,48,M,Black,0,1,Good,Bachelors,Employed,Government,Other Services,Employed,0,Very,8,160,425
20210807210954,5,31,F,White,1,0,Very Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,A Little,7,180,0
20210807210955,5,51,F,White,0,1,Very Good,Bachelors,Employed,Private,Other Services,Employed,3,A Little,8,313,275
20210807210957,1,66,M,White,0,0,Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,8,450,0
20210807210962,3,36,M,White,0,0,Good,HS Graduate,Employed,Private,Manufacturing- Non-Durable Goods,Employed,0,Very,7,0,0
20210807210964,2,33,M,White,0,1,Excellent,Bachelors,Employed,Private,Manufacturing- Non-Durable Goods,Employed,0,Somewhat,9,290,0
20210807210979,4,46,F,White,0,1,Good,Masters,Employed,Private,Finance & Insurance,Employed,2,Not at all,8,75,420
20210807210983,3,54,F,Black,0,0,Fair,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,A Little,5,435,0
20210807211000,2,78,F,White,0,1,Very Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,8,165,0
20210807211016,1,58,M,Black,0,0,Poor,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,8,780,0
20210807211021,2,54,M,White,1,1,Very Good,HS Graduate,Employed,Self-Employed,Management & Education,Not Employed,0,Very,10,30,595
20210807211039,3,40,M,Black,0,0,Good,Bachelors,Employed,Private,Other Services,Employed,1,A Little,5,160,578
20210807211050,2,26,F,2+ Races,0,1,Very Good,Masters,Unemployed,Not Applicable,Other Services,Employed,0,Very,8,330,0
20210807211052,2,77,F,White,244,1,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,8,150,0
20210807211060,1,62,F,Black,0,0,Excellent,Masters,Employed,Government,Other Services,Not Applicable,0,Very,10,420,0
20210807211063,1,61,M,White,0,0,Fair,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,4,674,0
20210807211070,2,32,M,White,0,1,Excellent,Masters,Employed,Self-Employed,Real Estate,Employed,0,Very,10,15,375
20210807211073,4,51,F,White,0,1,Good,Professional/PhD,Not in Labor Force,Not Applicable,Other Services,Employed,2,A Little,5,85,0
20210807211076,1,51,F,White,0,0,Excellent,HS Graduate,Employed,Private,Finance & Insurance,Not Applicable,0,Very,9,165,0
20210807211079,2,59,M,Black,0,1,Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,8,174,0
20210807211081,4,32,M,White,0,1,Fair,HS Graduate,Employed,Private,Real Estate,Not Employed,1,Not at all,4,180,480
20210807211094,2,70,M,White,0,1,Good,Masters,Employed,Government,Other Services,Employed,0,A Little,8,413,0
20210807211097,2,67,F,White,0,1,Excellent,Bachelors,Employed,Private,Other Services,Employed,0,Very,10,30,0
20210807211099,2,72,M,Black,0,1,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,10,725,0
20210807211101,3,27,F,Black,0,0,Very Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,7,600,0
20210807211111,2,52,M,White,0,0,Very Good,Bachelors,Unemployed,Not Applicable,Other Services,Not Applicable,1,A Little,4,150,690
20210807211115,1,68,F,White,0,0,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,7,514,0
20210807211120,2,51,F,White,0,1,Very Good,Bachelors,Employed,Private,Health Care & Social Services,Employed,0,Very,10,270,0
20210807211121,4,25,F,White,0,1,Good,Bachelors,Unemployed,Not Applicable,Other Services,Employed,2,A Little,6,0,0
20210807211125,2,74,F,White,0,1,Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,A Little,8,705,0
20210807211126,5,33,M,White,0,1,Excellent,Bachelors,Employed,Private,Health Care & Social Services,Employed,3,Somewhat,7,350,215
20210807211127,3,40,M,White,0,0,Good,Some College,Employed,Government,Other Services,Not Applicable,2,Somewhat,6,526,0
20210807211129,5,31,F,Black,1,1,Very Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Employed,3,Somewhat,8,120,0
20210807211131,4,43,M,White,0,1,Very Good,Bachelors,Employed,Government,Manufacturing- Non-Durable Goods,Employed,2,Somewhat,8,160,0
20210807211138,5,49,M,Black,0,0,Fair,Some College,Employed,Private,Health Care & Social Services,Employed,2,A Little,6,160,615
20210807211151,3,33,F,Black,0,1,Good,Some College,Unemployed,Not Applicable,Other Services,Not Employed,1,Somewhat,5,595,0
20210807211155,4,50,M,White,0,1,Fair,Professional/PhD,Unemployed,Not Applicable,Other Services,Not Employed,2,Very,7,150,180
20210807211156,3,54,M,White,0,1,Very Good,Bachelors,Employed,Government,Manufacturing- Non-Durable Goods,Employed,1,Very,7,240,405
20210807211157,4,39,M,White,0,1,Very Good,Bachelors,Employed,Private,Finance & Insurance,Employed,2,Not at all,4,165,495
20210807211158,4,59,F,Asian/Pacific Islander,0,0,Very Good,Bachelors,Employed,Private,Accomodation & Food Services,Not Applicable,0,Very,7,3,368
20210807211160,3,65,M,Black,0,1,Fair,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,4,303,0
20210807211161,1,80,M,White,0,0,Fair,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,5,680,0
20210807211162,1,55,F,Black,0,0,Good,Some College,Employed,Government,Other Services,Not Applicable,0,A Little,5,180,455
20210807211171,3,39,M,White,0,1,Excellent,Bachelors,Employed,Self-Employed,Real Estate,Employed,1,A Little,8,245,330
20210807211177,3,53,F,White,0,0,Very Good,Some College,Employed,Government,Management & Education,Not Applicable,0,A Little,8,155,270
20210807211180,2,61,M,White,0,1,Very Good,Masters,Employed,Government,Other Services,Employed,0,Very,10,330,555
20210807211188,1,60,F,White,0,0,Good,Some College,Employed,Private,Management & Education,Not Applicable,0,Somewhat,6,278,180
20210807211189,2,76,F,White,0,1,Excellent,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,10,485,0
20210807211191,4,28,M,White,0,0,Fair,Some College,Employed,Private,Accomodation & Food Services,Not Applicable,0,Not at all,3,290,400
20210807211201,1,60,M,White,0,0,Fair,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,A Little,5,994,0
20210807211203,1,74,F,White,0,0,Excellent,Professional/PhD,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,8,255,0
20210807211206,1,44,M,Black,0,0,Very Good,HS Graduate,Employed,Private,"Agriculture, Mining, Construction",Not Applicable,0,Somewhat,6,740,0
20210807211207,1,54,M,White,0,0,Excellent,Bachelors,Employed,Self-Employed,Other Services,Not Applicable,0,Very,8,630,0
20210807211211,2,74,F,White,0,1,Poor,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,7,540,0
20210807211213,4,33,F,White,0,1,Very Good,Masters,Employed,Government,Management & Education,Employed,2,A Little,10,30,60
20210807211214,4,39,F,Black,0,0,Good,Some College,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,3,Somewhat,7,208,0
20210807211218,3,62,M,White,0,1,Excellent,HS Graduate,Employed,Self-Employed,Health Care & Social Services,Employed,1,Very,10,360,0
20210807211221,4,43,F,White,0,0,Good,Bachelors,Employed,Private,Health Care & Social Services,Not Applicable,3,Somewhat,5,364,0
20210807211225,6,31,F,White,1,1,Excellent,Some HS,Not in Labor Force,Not Applicable,Other Services,Employed,4,A Little,10,340,0
20210807211230,1,72,F,White,0,0,Very Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,8,650,0
20210807211235,1,52,F,White,0,0,Fair,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,7,360,0
20210807211237,1,74,M,White,0,0,Good,Professional/PhD,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,7,358,0
20210807211238,1,28,F,White,1,0,Good,Some College,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,0,Very,10,515,0
20210807211239,3,53,F,White,0,1,Good,Masters,Employed,Private,Other Services,Employed,0,A Little,6,765,75
20210807211241,3,41,M,White,0,1,Good,Bachelors,Employed,Self-Employed,Health Care & Social Services,Employed,1,A Little,4,135,300
20210807211243,2,61,F,White,0,1,Very Good,Bachelors,Employed,Private,Health Care & Social Services,Not Employed,0,Somewhat,7,480,0
20210807211244,4,34,M,White,0,0,Fair,Bachelors,Employed,Private,Accomodation & Food Services,Not Applicable,0,Somewhat,4,265,315
20210807211253,1,56,M,White,0,0,Good,Bachelors,Employed,Self-Employed,Real Estate,Not Applicable,0,Somewhat,5,180,30
20210807211255,2,62,F,White,0,1,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,8,130,0
20210807211257,4,55,M,White,0,1,Very Good,Professional/PhD,Employed,Government,Health Care & Social Services,Not Employed,0,Somewhat,9,355,180
20210807211262,3,65,F,White,1,0,Fair,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,3,115,0
20210807211266,3,36,M,White,0,1,Very Good,Bachelors,Employed,Private,Manufacturing- Durable Goods,Not Employed,1,Somewhat,6,240,502
20210807211267,1,80,F,White,0,0,Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,3,400,0
20210807211269,1,47,M,White,1,0,Very Good,Elementary,Employed,Private,"Agriculture, Mining, Construction",Not Applicable,0,A Little,5,570,60
20210807211273,3,56,M,White,0,0,Good,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Applicable,2,Very,6,165,0
20210807211274,2,75,F,White,0,1,Fair,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,9,240,0
20210807211284,2,40,F,White,0,0,Very Good,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Applicable,1,Somewhat,6,641,0
20210807211290,2,33,M,White,0,0,Excellent,Some College,Employed,Private,Manufacturing- Non-Durable Goods,Employed,0,A Little,8,300,500
20210807211291,4,39,F,White,0,1,Very Good,Masters,Employed,Government,Management & Education,Employed,2,A Little,7,345,15
20210807211293,1,25,M,White,1,0,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,6,420,0
20210807211296,3,65,M,Black,0,1,Excellent,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,8,560,0
20210807211302,4,46,M,White,0,1,Good,HS Graduate,Employed,Private,"Agriculture, Mining, Construction",Employed,2,Very,5,90,0
20210807211304,6,46,F,White,0,1,Very Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Employed,2,A Little,7,283,0
20210807211313,4,42,M,White,0,1,Very Good,Some College,Employed,Government,"Agriculture, Mining, Construction",Not Employed,2,Very,10,240,0
20210807211316,2,80,F,White,0,1,Good,Professional/PhD,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,A Little,6,300,0
20210807211337,4,46,F,Asian/Pacific Islander,0,1,Good,Bachelors,Employed,Self-Employed,Other Services,Employed,1,Very,9,380,0
20210807211338,4,39,M,White,0,1,Good,HS Graduate,Employed,Private,Manufacturing- Durable Goods,Not Employed,2,Somewhat,5,240,480
20210807211342,2,44,F,White,0,0,Very Good,Bachelors,Employed,Government,Real Estate,Employed,0,Very,8,425,0
20210807211344,2,44,M,White,0,0,Excellent,Some College,Employed,Private,Health Care & Social Services,Not Applicable,1,Not at all,5,0,735
20210807211346,2,65,M,White,1,1,Fair,Middle,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,6,720,0
20210807211363,1,44,F,White,244,0,Good,Bachelors,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,0,A Little,3,100,570
20210807211370,2,32,M,White,0,1,Excellent,Some College,Employed,Private,Manufacturing- Non-Durable Goods,Employed,0,Somewhat,8,210,573
20210807211373,1,65,F,White,0,0,Excellent,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,10,270,210
20210807211374,2,72,F,2+ Races,0,1,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,7,235,0
20210807211376,4,35,M,White,0,1,Very Good,Masters,Employed,Government,Management & Education,Employed,2,A Little,8,0,0
20210807211378,2,63,F,White,0,1,Good,Some HS,Employed,Private,Manufacturing- Non-Durable Goods,Employed,0,Somewhat,10,180,0
20210807211386,2,85,M,White,0,1,Poor,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,5,630,0
20210807211391,2,69,F,White,0,1,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,5,635,0
20210807211406,3,80,F,White,1,1,Fair,Middle,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Not at all,7,570,0
20210807211411,3,46,F,White,0,0,Good,Bachelors,Employed,Government,Other Services,Employed,1,A Little,6,300,0
20210807211413,4,34,F,White,0,1,Very Good,Masters,Not in Labor Force,Not Applicable,Other Services,Employed,2,Somewhat,8,350,0
20210807211425,1,80,F,White,0,0,Excellent,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,8,745,0
20210807211429,3,46,F,White,0,1,Fair,Masters,Employed,Government,Other Services,Employed,1,Not at all,3,90,495
20210807211432,4,25,F,White,1,0,Very Good,Bachelors,Employed,Private,Health Care & Social Services,Not Applicable,0,A Little,8,125,550
20210807211450,1,56,F,White,0,0,Very Good,Bachelors,Employed,Government,Other Services,Not Applicable,0,Somewhat,8,150,510
20210807211455,1,75,F,White,0,0,Good,Bachelors,Employed,Private,Health Care & Social Services,Not Applicable,0,Somewhat,5,360,395
20210807211459,2,59,F,White,0,1,Good,Some College,Employed,Government,Manufacturing- Non-Durable Goods,Employed,0,Somewhat,8,255,480
20210807211460,1,80,F,White,0,0,Excellent,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,8,435,0
20210807211464,2,31,M,White,0,0,Fair,Bachelors,Employed,Private,Real Estate,Employed,0,Not at all,2,69,480
20210807211466,2,66,F,White,0,1,Very Good,Some College,Not in Labor Force,Not Applicable,Other Services,Employed,0,Somewhat,8,490,0
20210807211468,2,52,M,White,0,0,Good,Some College,Employed,Private,Manufacturing- Durable Goods,Not Applicable,0,Somewhat,5,180,570
20210807211471,1,43,M,White,0,0,Very Good,HS Graduate,Employed,Private,"Agriculture, Mining, Construction",Not Applicable,0,Somewhat,6,159,504
20210807211475,3,29,F,White,0,1,Very Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Employed,1,Very,7,425,0
20210807211476,3,41,M,White,0,0,Good,HS Graduate,Employed,Private,Health Care & Social Services,Not Applicable,1,Very,7,30,770
20210807211479,2,58,M,White,0,0,Good,Masters,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,0,Somewhat,6,180,150
20210807211480,1,61,F,White,0,0,Very Good,Some College,Employed,Private,Manufacturing- Durable Goods,Not Applicable,0,Somewhat,7,305,300
20210807211483,6,37,F,White,0,1,Very Good,Masters,Employed,Private,Health Care & Social Services,Employed,3,A Little,8,120,20
20210807211486,2,44,M,White,0,0,Very Good,HS Graduate,Employed,Private,"Agriculture, Mining, Construction",Not Applicable,0,Very,7,410,570
20210807211491,3,42,F,White,0,0,Poor,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,1,Very,8,350,0
20210807211493,4,56,M,White,0,1,Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Employed,2,Not at all,3,390,0
20210807211496,3,54,F,White,0,1,Fair,Some College,Not in Labor Force,Not Applicable,Other Services,Employed,0,A Little,8,500,0
20210807211511,1,63,F,White,0,0,Very Good,Some College,Employed,Private,Real Estate,Not Applicable,0,Very,5,250,550
20210807211514,2,57,M,White,0,1,Very Good,Some College,Employed,Private,Manufacturing- Durable Goods,Employed,0,Somewhat,8,450,30
20210807211516,1,65,F,White,0,0,Fair,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,4,465,0
20210807211517,2,73,M,White,0,1,Fair,Some College,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,8,327,0
20210807211519,2,50,F,White,1,0,Fair,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,7,437,0
20210807211523,4,43,F,White,0,1,Very Good,Professional/PhD,Employed,Government,Management & Education,Not Employed,2,Very,8,180,105
20210807211526,1,34,M,White,0,0,Good,Masters,Employed,Self-Employed,Health Care & Social Services,Not Applicable,0,Somewhat,5,261,0
20210807211530,1,71,M,White,0,0,Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,3,365,0
20210807211531,1,74,F,White,1,0,Very Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,A Little,8,583,0
20210807211532,1,79,F,Black,0,0,Very Good,Some College,Employed,Private,Health Care & Social Services,Not Applicable,0,Very,8,0,660
20210807211535,4,30,F,White,0,1,Very Good,Some College,Employed,Private,Finance & Insurance,Employed,2,A Little,10,170,481
20210807211545,1,54,M,White,1,0,Very Good,HS Graduate,Employed,Private,Real Estate,Not Applicable,0,Somewhat,5,335,518
20210807211547,1,39,M,White,0,0,Good,Some College,Employed,Private,Real Estate,Not Applicable,0,Very,3,808,0
20210807211555,2,33,M,White,0,0,Very Good,Masters,Employed,Government,Management & Education,Employed,0,A Little,8,489,0
20210807211561,2,64,F,Black,0,1,Very Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,10,155,0
20210807211563,1,76,F,White,0,0,Good,Masters,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,8,250,0
20210807211567,2,40,F,White,0,0,Fair,Some College,Unemployed,Not Applicable,Other Services,Not Applicable,0,A Little,5,510,0
20210807211570,1,26,M,White,0,0,Fair,HS Graduate,Unemployed,Not Applicable,Other Services,Not Applicable,0,Not at all,6,525,420
20210807211571,1,46,F,White,1,0,Poor,Some College,Employed,Private,Health Care & Social Services,Not Applicable,0,A Little,4,321,424
20210807211577,2,67,F,Black,0,0,Excellent,Masters,Employed,Private,Other Services,Not Applicable,0,Very,10,90,135
20210807211578,2,61,F,White,0,1,Very Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Employed,0,Very,8,435,0
20210807211579,2,85,M,White,0,1,Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,5,399,0
20210807211583,2,65,M,White,0,1,Good,Bachelors,Employed,Government,Health Care & Social Services,Not Employed,0,Very,10,390,0
20210807211584,1,56,F,White,0,0,Very Good,Bachelors,Employed,Government,Management & Education,Not Applicable,0,Very,9,170,525
20210807211585,2,31,F,White,0,0,Very Good,HS Graduate,Employed,Self-Employed,Health Care & Social Services,Not Applicable,1,A Little,5,0,615
20210807211587,4,64,M,White,0,1,Good,Some College,Employed,Self-Employed,Finance & Insurance,Employed,0,Very,8,600,0
20210807211593,3,71,F,White,0,1,Very Good,Masters,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,5,7,0
20210807211613,1,49,F,Black,0,0,Good,Bachelors,Employed,Government,Other Services,Not Applicable,0,Somewhat,8,265,0
20210807211614,2,71,M,White,0,1,Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,8,400,0
20210807211621,2,42,M,White,0,1,Fair,Some College,Employed,Government,Other Services,Not Employed,0,A Little,8,150,450
20210807211624,5,40,F,White,1,1,Excellent,Middle,Employed,Private,"Agriculture, Mining, Construction",Employed,2,Very,10,540,0
20210807211632,3,61,M,White,0,0,Poor,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,5,435,0
